## Detector setup file for Ladder
########################################################################
##
##	#FP	Energy	Time	Pos
Size: 	352 	0 	1 	1
#
Multi-hit: 8
#
##	Scalers	Calib	Overlap	Micro	#trig	Toff	Tres
Misc:	1	1	1	0	0	0	0.0
##
Window: -10. 10. -50. -30. 
##
## G 0 - 31  Section AB
##
Element:     816  0.200    2.5    0.00 0.000500  1438M0 -5000.0  5000.0 -3190.750 0.117000    0.000    0.000    0.000   12.529 0.229 2876
Element:     800  0.200    2.5    0.00 0.000500  1432M0 -5000.0  5000.0 -3189.240 0.117000    0.000    0.000    0.000   12.758 0.238 2864
Element:     817  0.200    2.5    0.00 0.000500  1454M0 -5000.0  5000.0 -3181.320 0.117000    0.000    0.000    0.000   12.998 0.248 2877
Element:     801  0.200    2.5    0.00 0.000500  1448M0 -5000.0  5000.0 -3312.192 0.117000    0.000    0.000    0.000   13.246 0.257 2865
Element:     818  0.200    2.5    0.00 0.000500  1439M0 -5000.0  5000.0 -3192.990 0.117000    0.000    0.000    0.000   13.505 0.267 2878
Element:     802  0.200    2.5    0.00 0.000500  1433M0 -5000.0  5000.0 -3291.380 0.117000    0.000    0.000    0.000   13.774 0.278 2866
Element:     819  0.200    2.5    0.00 0.000500  1455M0 -5000.0  5000.0 -3171.470 0.117000    0.000    0.000    0.000   14.053 0.288 2879
Element:     803  0.200    2.5    0.00 0.000500  1449M0 -5000.0  5000.0 -3199.760 0.117000    0.000    0.000    0.000   14.342 0.299 2867
Element:     820  0.200    2.5    0.00 0.000500  1440M0 -5000.0  5000.0 -3334.110 0.117000    0.000    0.000    0.000   14.642 0.309 2880
Element:     804  0.200    2.5    0.00 0.000500  1434M0 -5000.0  5000.0 -3289.210 0.117000    0.000    0.000    0.000   14.952 0.318 2868
Element:     821  0.200    2.5    0.00 0.000500  1456M0 -5000.0  5000.0 -3307.155 0.117000    0.000    0.000    0.000   15.271 0.328 2881
Element:     805  0.200    2.5    0.00 0.000500  1450M0 -5000.0  5000.0 -3318.245 0.117000    0.000    0.000    0.000   15.599 0.337 2869
Element:     822  0.200    2.5    0.00 0.000500  1441M0 -5000.0  5000.0 -3312.690 0.117000    0.000    0.000    0.000   15.935 0.346 2882
Element:     806  0.200    2.5    0.00 0.000500  1435M0 -5000.0  5000.0 -3308.632 0.117000    0.000    0.000    0.000   16.280 0.353 2870
Element:     823  0.200    2.5    0.00 0.000500  1457M0 -5000.0  5000.0 -3304.169 0.117000    0.000    0.000    0.000   16.632 0.360 2883
Element:     807  0.200    2.5    0.00 0.000500  1451M0 -5000.0  5000.0 -3315.325 0.117000    0.000    0.000    0.000   16.990 0.366 2871
Element:     824  0.200    2.5    0.00 0.000500  1442M0 -5000.0  5000.0 -3194.530 0.117000    0.000    0.000    0.000   17.354 0.372 2884
Element:     808  0.200    2.5    0.00 0.000500  1436M0 -5000.0  5000.0 -3321.771 0.117000    0.000    0.000    0.000   17.722 0.376 2872
Element:     825  0.200    2.5    0.00 0.000500  1458M0 -5000.0  5000.0 -3293.280 0.117000    0.000    0.000    0.000   18.093 0.379 2885
Element:     809  0.200    2.5    0.00 0.000500  1452M0 -5000.0  5000.0 -3293.810 0.117000    0.000    0.000    0.000   18.467 0.380 2873
Element:     826  0.200    2.5    0.00 0.000500  1443M0 -5000.0  5000.0 -3291.100 0.117000    0.000    0.000    0.000   18.842 0.381 2886
Element:     810  0.200    2.5    0.00 0.000500  1437M0 -5000.0  5000.0 -3302.340 0.117000    0.000    0.000    0.000   19.217 0.380 2874
Element:     827  0.200    2.5    0.00 0.000500  1459M0 -5000.0  5000.0 -3297.040 0.117000    0.000    0.000    0.000   19.591 0.377 2887
Element:     811  0.200    2.5    0.00 0.000500  1453M0 -5000.0  5000.0 -3307.691 0.117000    0.000    0.000    0.000   19.962 0.374 2875
Element:     828  0.200    2.5    0.00 0.000500  1444M0 -5000.0  5000.0 -3316.029 0.117000    0.000    0.000    0.000   20.329 0.370 2888
Element:     829  0.200    2.5    0.00 0.000500  1460M0 -5000.0  5000.0 -3304.274 0.117000    0.000    0.000    0.000   20.691 0.365 2889
Element:     830  0.200    2.5    0.00 0.000500  1445M0 -5000.0  5000.0 -3305.777 0.117000    0.000    0.000    0.000   21.048 0.359 2890
Element:     831  0.200    2.5    0.00 0.000500  1461M0 -5000.0  5000.0 -3307.706 0.117000    0.000    0.000    0.000   21.399 0.353 2891
Element:     812  0.200    2.5    0.00 0.000500  1446M0 -5000.0  5000.0 -3306.350 0.117000    0.000    0.000    0.000   21.744 0.347 2892
Element:     813  0.200    2.5    0.00 0.000500  1462M0 -5000.0  5000.0 -3304.526 0.117000    0.000    0.000    0.000   22.083 0.341 2893
Element:     814  0.200    2.5    0.00 0.000500  1447M0 -5000.0  5000.0 -3174.500 0.117000    0.000    0.000    0.000   22.416 0.336 2894
Element:     815  0.200    2.5    0.00 0.000500  1463M0 -5000.0  5000.0 -3304.017 0.117000    0.000    0.000    0.000   22.744 0.331 2895
##													     	       	     
## G 32 - 63  Section CD										     	       	     
##													     	       	     
Element:     832  0.200    2.5    0.00 0.000500  1464M0 -5000.0  5000.0 -3319.600 0.117000    0.000    0.000    0.000   23.066 0.332 2064
Element:     833  0.200    2.5    0.00 0.000500  1480M0 -5000.0  5000.0 -3320.157 0.117000    0.000    0.000    0.000   23.389 0.338 2065
Element:     834  0.200    2.5    0.00 0.000500  1465M0 -5000.0  5000.0 -3313.671 0.117000    0.000    0.000    0.000   23.711 0.343 2066
Element:     835  0.200    2.5    0.00 0.000500  1481M0 -5000.0  5000.0 -3317.346 0.117000    0.000    0.000    0.000   24.033 0.346 2067
Element:     836  0.200    2.5    0.00 0.000500  1466M0 -5000.0  5000.0 -3314.970 0.117000    0.000    0.000    0.000   24.358 0.347 2068
Element:     837  0.200    2.5    0.00 0.000500  1482M0 -5000.0  5000.0 -3321.595 0.117000    0.000    0.000    0.000   24.685 0.349 2069
