#########################################################################
#                                                                       #
# Veto configuration file for the February 2011 beamtime                #
#                                                                       #
#########################################################################
#
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
Size:  	438    	1       1       1
RawHits:
#BitPattern: data/Feb2011/TAPS/TAPS.pat
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Smearing for energy and time information. Smearing is done with Gaussians
#having given resolutions as sigma.
#Energy resolution is relative, i.e. 0.1 corresponds to sigma = 10%, time
#resolution is in ns.
Energy-Resolution:  0.10  1
Time-Resolution:    0.5   1
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Global (all Veto elements) scaling parameter for energy correction
Energy-Scale:  1.000
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Configuration of detector elements.
#
#        ADC#  low  high ped  MeV/ch  TDC#  low/high Off ns/ch  Pos x,y,z (cm)
#
# BLOCK A
#
# 4 PWO Ring 1
Element:   26001    0.1 9999.0   99.68 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -3.849    4.333  174.200
Element:   26001    0.1 9999.0   99.68 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -6.543    4.333  174.200
Element:   26001    0.1 9999.0   99.68 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -3.849    1.667  174.200
Element:   26001    0.1 9999.0   99.68 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -6.543    1.667  174.200
#
# 4 PWO Ring 2
Element:   26002    0.1 9999.0   90.16 0.010000 26302 -2000.0  2000.0   -17.58 -0.050000   -9.045    7.333  174.200
Element:   26002    0.1 9999.0   90.16 0.010000 26302 -2000.0  2000.0   -17.58 -0.050000  -11.739    7.333  174.200
Element:   26002    0.1 9999.0   90.16 0.010000 26302 -2000.0  2000.0   -17.58 -0.050000   -9.045    4.667  174.200
Element:   26002    0.1 9999.0   90.16 0.010000 26302 -2000.0  2000.0   -17.58 -0.050000  -11.739    4.667  174.200
#
# 4 PWO Ring 2
Element:   26003    0.1 9999.0   89.44 0.010000 26303 -2000.0  2000.0    58.41 -0.050000   -9.045    1.333  174.200
Element:   26003    0.1 9999.0   89.44 0.010000 26303 -2000.0  2000.0    58.41 -0.050000  -11.739    1.333  174.200
