#########################################################################
#                                                                       #
# Veto configuration file for the September 2010 beamtime               #
#                                                                       #
#########################################################################
#
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
Size:  	438    	1       1       1
#RawHits:
#BitPattern: data/Sep2010/TAPS/TAPS.pat
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Smearing for energy and time information. Smearing is done with Gaussians
#having given resolutions as sigma.
#Energy resolution is relative, i.e. 0.1 corresponds to sigma = 10%, time
#resolution is in ns.
Energy-Resolution:  0.10  1
Time-Resolution:    0.5   1
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Global (all Veto elements) scaling parameter for energy correction
Energy-Scale:  1.000
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Configuration of detector elements.
#
#        ADC#  low  high ped  MeV/ch  TDC#  low/high Off ns/ch  Pos x,y,z (cm)
#
# BLOCK A
#
# 4 PWO Ring 1
Element:   26001    0.1 9999.0   80.00 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -3.849    4.333  174.200
Element:   26001    0.1 9999.0   80.00 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -6.543    4.333  174.200
Element:   26001    0.1 9999.0   80.00 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -3.849    1.667  174.200
Element:   26001    0.1 9999.0   80.00 0.010000 26301 -2000.0  2000.0     0.00 -0.050000   -6.543    1.667  174.200
#
# 4 PWO Ring 2
Element:   26002    0.1 9999.0   80.00 0.010000 26302 -2000.0  2000.0   -30.31 -0.050000   -9.045    7.333  174.200
Element:   26002    0.1 9999.0   80.00 0.010000 26302 -2000.0  2000.0   -30.31 -0.050000  -11.739    7.333  174.200
Element:   26002    0.1 9999.0   80.00 0.010000 26302 -2000.0  2000.0   -30.31 -0.050000   -9.045    4.667  174.200
Element:   26002    0.1 9999.0   80.00 0.010000 26302 -2000.0  2000.0   -30.31 -0.050000  -11.739    4.667  174.200
#
# 4 PWO Ring 2
Element:   26003    0.1 9999.0   80.00 0.010000 26303 -2000.0  2000.0    66.23 -0.050000   -9.045    1.333  174.200
Element:   26003    0.1 9999.0   80.00 0.010000 26303 -2000.0  2000.0    66.23 -0.050000  -11.739    1.333  174.200
Element:   26003    0.1 9999.0   80.00 0.010000 26303 -2000.0  2000.0    66.23 -0.050000   -9.045   -1.333  174.200
Element:   26003    0.1 9999.0   80.00 0.010000 26303 -2000.0  2000.0    66.23 -0.050000  -11.739   -1.333  174.200
#
# BaF2 Rings
Element:   26004    0.1 9999.0   84.89 0.013635   26304  -200.0   200.0  2947.01 -0.050000  -15.588    9.000  174.200
Element:   26005    0.1 9999.0   85.69 0.014180   26305  -200.0   200.0  2951.01 -0.050000  -15.588    3.000  174.200
Element:   26006    0.1 9999.0   84.79 0.014180   26306  -200.0   200.0  2950.57 -0.050000  -15.588   -3.000  174.200
Element:   26007    0.1 9999.0   84.90 0.014180   26307  -200.0   200.0  2937.54 -0.050000  -20.785   12.000  174.200
Element:   26008    0.1 9999.0   83.07 0.014180   26308  -200.0   200.0  2944.75 -0.050000  -20.785    6.000  174.200
Element:   26009    0.1 9999.0   87.89 0.015344   26309  -200.0   200.0  2955.49 -0.050000  -20.785    0.000  174.200
Element:   26010    0.1 9999.0   85.54 0.014802   26310  -200.0   200.0  2943.97 -0.050000  -20.785   -6.000  174.200
Element:   26011    0.1 9999.0   85.00 0.013551   26311  -200.0   200.0  2952.47 -0.050000  -25.981   15.000  174.200
Element:   26012    0.1 9999.0   83.78 0.011153   26312  -200.0   200.0  2947.87 -0.050000  -25.981    9.000  174.200
Element:   26013    0.1 9999.0   86.26 0.015335   26313  -200.0   200.0  2949.60 -0.050000  -25.981    3.000  174.200
Element:   26014    0.1 9999.0   84.35 0.011452   26314  -200.0   200.0  2922.66 -0.050000  -25.981   -3.000  174.200
Element:   26015    0.1 9999.0   84.82 0.011490   26315  -200.0   200.0  2953.00 -0.050000  -25.981   -9.000  174.200
Element:   26016    0.1 9999.0   84.34 0.008625   26316  -200.0   200.0  2889.51 -0.050000  -31.177   18.000  174.200
Element:   26017    0.1 9999.0   84.10 0.013329   26317  -200.0   200.0  2911.57 -0.050000  -31.177   12.000  174.200
Element:   26018    0.1 9999.0   85.96 0.013508   26318  -200.0   200.0  2909.63 -0.050000  -31.177    6.000  174.200
Element:   26019    0.1 9999.0   85.39 0.016153   26319  -200.0   200.0  2913.02 -0.050000  -31.177    0.000  174.200
Element:   26020    0.1 9999.0   86.47 0.017213   26320  -200.0   200.0  2911.74 -0.050000  -31.177   -6.000  174.200
Element:   26021    0.1 9999.0   85.83 0.013140   26321  -200.0   200.0  2899.62 -0.050000  -31.177  -12.000  174.200
Element:   26022    0.1 9999.0   85.89 0.012610   26322  -200.0   200.0  2875.43 -0.050000  -36.373   21.000  174.200
Element:   26023    0.1 9999.0   85.36 0.012987   26323  -200.0   200.0  2894.02 -0.050000  -36.373   15.000  174.200
Element:   26024    0.1 9999.0   85.27 0.011776   26324  -200.0   200.0  2823.62 -0.050000  -36.373    9.000  174.200
Element:   26025    0.1 9999.0   85.03 0.016007   26325  -200.0   200.0  2945.38 -0.050000  -36.373    3.000  174.200
Element:   26026    0.1 9999.0   85.71 0.012892   26326  -200.0   200.0  2969.21 -0.050000  -36.373   -3.000  174.200
Element:   26027    0.1 9999.0   85.13 0.014931   26327  -200.0   200.0  2944.75 -0.050000  -36.373   -9.000  174.200
Element:   26028    0.1 9999.0   85.58 0.015868   26328  -200.0   200.0  2950.21 -0.050000  -36.373  -15.000  174.200
Element:   26029    0.1 9999.0   85.47 0.011657   26329  -200.0   200.0  2940.27 -0.050000  -41.569   24.000  174.200
Element:   26030    0.1 9999.0   86.34 0.014633   26330  -200.0   200.0  2935.71 -0.050000  -41.569   18.000  174.200
Element:   26031    0.1 9999.0   85.51 0.012500   26331  -200.0   200.0  2944.35 -0.050000  -41.569   12.000  174.200
Element:   26032    0.1 9999.0   84.51 0.021775   26332  -200.0   200.0  2867.30 -0.050000  -41.569    6.000  174.200
Element:   26033    0.1 9999.0   85.08 0.010523   26333  -200.0   200.0  2952.56 -0.050000  -41.569    0.000  174.200
Element:   26034    0.1 9999.0   86.16 0.010615   26334  -200.0   200.0  2929.44 -0.050000  -41.569   -6.000  174.200
Element:   26035    0.1 9999.0   85.24 0.010747   26335  -200.0   200.0  2933.15 -0.050000  -41.569  -12.000  174.200
Element:   26036    0.1 9999.0   84.68 0.011066   26336  -200.0   200.0  2920.62 -0.050000  -41.569  -18.000  174.200
Element:   26037    0.1 9999.0   85.76 0.025438   26337  -200.0   200.0  2841.02 -0.050000  -46.765   27.000  174.200
Element:   26038    0.1 9999.0   84.71 0.013404   26338  -200.0   200.0  2878.78 -0.050000  -46.765   21.000  174.200
Element:   26039    0.1 9999.0   86.27 0.010572   26339  -200.0   200.0  2911.89 -0.050000  -46.765   15.000  174.200
Element:   26040    0.1 9999.0   84.48 0.011412   26340  -200.0   200.0  2877.21 -0.050000  -46.765    9.000  174.200
Element:   26041    0.1 9999.0   85.93 0.012169   26341  -200.0   200.0  2974.75 -0.050000  -46.765    3.000  174.200
Element:   26042    0.1 9999.0   85.01 0.024245   26342  -200.0   200.0  2892.43 -0.050000  -46.765   -3.000  174.200
Element:   26043    0.1 9999.0   84.61 0.010603   26343  -200.0   200.0  2967.95 -0.050000  -46.765   -9.000  174.200
Element:   26044    0.1 9999.0   90.57 0.011670   26344  -200.0   200.0  2975.13 -0.050000  -46.765  -15.000  174.200
Element:   26045    0.1 9999.0   84.93 0.012724   26345  -200.0   200.0  2971.77 -0.050000  -46.765  -21.000  174.200
Element:   26046    0.1 9999.0   85.86 0.010451   26346  -200.0   200.0  2955.93 -0.050000  -51.962   30.000  174.200
Element:   26047    0.1 9999.0   84.20 0.011298   26347  -200.0   200.0  2962.31 -0.050000  -51.962   24.000  174.200
Element:   26048    0.1 9999.0   84.70 0.013153   26348  -200.0   200.0  2966.26 -0.050000  -51.962   18.000  174.200
Element:   26049    0.1 9999.0   85.34 0.010597   26349  -200.0   200.0  2971.58 -0.050000  -51.962   12.000  174.200
Element:   26050    0.1 9999.0   86.76 0.012482   26350  -200.0   200.0  2963.68 -0.050000  -51.962    6.000  174.200
Element:   26051    0.1 9999.0   85.27 0.010016   26351  -200.0   200.0  2963.19 -0.050000  -51.962    0.000  174.200
Element:   26052    0.1 9999.0   84.91 0.010255   26352  -200.0   200.0  2966.28 -0.050000  -51.962   -6.000  174.200
Element:   26053    0.1 9999.0   85.95 0.008282   26353  -200.0   200.0  2965.40 -0.050000  -51.962  -12.000  174.200
Element:   26054    0.1 9999.0   86.06 0.009054   26354  -200.0   200.0  2962.88 -0.050000  -51.962  -18.000  174.200
Element:   26055    0.1 9999.0   86.44 0.008622   26355  -200.0   200.0  2970.39 -0.050000  -51.962  -24.000  174.200
Element:   26056    0.1 9999.0   86.61 0.013138   26356  -200.0   200.0  2965.48 -0.050000  -57.158   27.000  174.200
Element:   26057    0.1 9999.0   85.44 0.012440   26357  -200.0   200.0  2948.92 -0.050000  -57.158   21.000  174.200
Element:   26058    0.1 9999.0   86.04 0.009310   26358  -200.0   200.0  2959.92 -0.050000  -57.158   15.000  174.200
Element:   26059    0.1 9999.0   85.95 0.009748   26359  -200.0   200.0  2954.81 -0.050000  -57.158    9.000  174.200
Element:   26060    0.1 9999.0   85.07 0.015926   26360  -200.0   200.0  2950.91 -0.050000  -57.158    3.000  174.200
Element:   26061    0.1 9999.0   87.38 0.017295   26361  -200.0   200.0  2938.09 -0.050000  -57.158   -3.000  174.200
Element:   26062    0.1 9999.0   86.25 0.009378   26362  -200.0   200.0  2961.53 -0.050000  -57.158   -9.000  174.200
Element:   26063    0.1 9999.0   86.24 0.012543   26363  -200.0   200.0  2955.90 -0.050000  -57.158  -15.000  174.200
Element:   26064    0.1 9999.0   84.57 0.013070   26364  -200.0   200.0  2950.14 -0.050000  -57.158  -21.000  174.200
#
# BLOCK B
#
# 4 PWO Ring 1
Element:   26065    0.1 9999.0   80.00 0.010000 26365 -2000.0  2000.0   -30.97 -0.050000   -3.849   -1.667  174.200
Element:   26065    0.1 9999.0   80.00 0.010000 26365 -2000.0  2000.0   -30.97 -0.050000   -6.543   -1.667  174.200
Element:   26065    0.1 9999.0   80.00 0.010000 26365 -2000.0  2000.0   -30.97 -0.050000   -3.849   -4.333  174.200
Element:   26065    0.1 9999.0   80.00 0.010000 26365 -2000.0  2000.0   -30.97 -0.050000   -6.543   -4.333  174.200
#
# 4 PWO Ring 2
Element:   26066    0.1 9999.0   80.00 0.010000 26366 -2000.0  2000.0    56.34 -0.050000   -9.045   -4.667  174.200
Element:   26066    0.1 9999.0   80.00 0.010000 26366 -2000.0  2000.0    56.34 -0.050000  -11.739   -4.667  174.200
Element:   26066    0.1 9999.0   80.00 0.010000 26366 -2000.0  2000.0    56.34 -0.050000   -9.045   -7.333  174.200
Element:   26066    0.1 9999.0   80.00 0.010000 26366 -2000.0  2000.0    56.34 -0.050000  -11.739   -7.333  174.200
#
# 4 PWO Ring 2
Element:   26067    0.1 9999.0   80.00 0.010000 26367 -2000.0  2000.0   -17.90 -0.050000   -3.849   -7.667  174.200
